Grade,Day,PeriodStart,PeriodEnd,Subject,Teacher
B3,Tuesday,12:20,13:15,,
B3,Tuesday,13:15,13:30,Lunch,
B3,Tuesday,13:30,14:25,,
B3,Tuesday,14:45,15:20,Extra Curricular,
B3,Wednesday,08:00,08:55,,
B3,Wednesday,08:55,09:50,,
B3,Wednesday,09:50,10:45,,
B3,Wednesday,10:45,11:25,Break,
B3,Wednesday,11:25,12:20,,
B3,Wednesday,12:20,13:15,,
B3,Wednesday,13:15,13:30,Lunch,
B3,Wednesday,13:30,14:25,,
B3,Wednesday,14:45,15:20,Extra Curricular,
B3,Thursday,08:00,08:55,,
B3,Thursday,08:55,09:50,,
B3,Thursday,09:50,10:45,,
B3,Thursday,10:45,11:25,Break,
B3,Thursday,11:25,12:20,,
B3,Thursday,12:20,13:15,,
B3,Thursday,13:15,13:30,Lunch,
B3,Thursday,13:30,14:25,,
B3,Thursday,14:45,15:20,Extra Curricular,
B3,Friday,08:00,08:55,,
B3,Friday,08:55,09:50,,
B3,Friday,09:50,10:45,,
B3,Friday,10:45,11:25,Break,
B3,Friday,11:25,12:20,,
B3,Friday,12:20,13:15,,
B3,Friday,13:15,13:30,Lunch,
B3,Friday,13:30,14:25,,
B3,Friday,14:45,15:20,Extra Curricular,
B4A,Monday,08:00,08:55,,
B4A,Monday,08:55,09:50,,
B4A,Monday,09:50,10:45,,
B4A,Monday,10:45,11:25,Break,
B4A,Monday,11:25,12:20,,
B4A,Monday,12:20,13:15,,
B4A,Monday,13:15,13:30,Lunch,
B4A,Monday,13:30,14:25,,
B4A,Monday,14:45,15:20,Extra Curricular,
B4A,Tuesday,08:00,08:55,,
B4A,Tuesday,08:55,09:50,,
B4A,Tuesday,09:50,10:45,,
B4A,Tuesday,10:45,11:25,Break,
B4A,Tuesday,11:25,12:20,,
B4A,Tuesday,12:20,13:15,,
B4A,Tuesday,13:15,13:30,Lunch,
B4A,Tuesday,13:30,14:25,,
B4A,Tuesday,14:45,15:20,Extra Curricular,
B4A,Wednesday,08:00,08:55,,
B4A,Wednesday,08:55,09:50,,
B4A,Wednesday,09:50,10:45,,
B4A,Wednesday,10:45,11:25,Break,
B4A,Wednesday,11:25,12:20,,
B4A,Wednesday,12:20,13:15,,
B4A,Wednesday,13:15,13:30,Lunch,
B4A,Wednesday,13:30,14:25,,
B4A,Wednesday,14:45,15:20,Extra Curricular,
B4A,Thursday,08:00,08:55,,
B4A,Thursday,08:55,09:50,,
B4A,Thursday,09:50,10:45,,
B4A,Thursday,10:45,11:25,Break,
B4A,Thursday,11:25,12:20,,
B4A,Thursday,12:20,13:15,,
B4A,Thursday,13:15,13:30,Lunch,
B4A,Thursday,13:30,14:25,,
B4A,Thursday,14:45,15:20,Extra Curricular,
B4A,Friday,08:00,08:55,,
B4A,Friday,08:55,09:50,,
B4A,Friday,09:50,10:45,,
B4A,Friday,10:45,11:25,Break,
B4A,Friday,11:25,12:20,,
B4A,Friday,12:20,13:15,,
B4A,Friday,13:15,13:30,Lunch,
B4A,Friday,13:30,14:25,,
B4A,Friday,14:45,15:20,Extra Curricular,
B4B,Monday,08:00,08:55,,
B4B,Monday,08:55,09:50,,
B4B,Monday,09:50,10:45,,
B4B,Monday,10:45,11:25,Break,
B4B,Monday,11:25,12:20,,
B4B,Monday,12:20,13:15,,
B4B,Monday,13:15,13:30,Lunch,
B4B,Monday,13:30,14:25,,
B4B,Monday,14:45,15:20,Extra Curricular,
B4B,Tuesday,08:00,08:55,,
B4B,Tuesday,08:55,09:50,,
B4B,Tuesday,09:50,10:45,,
B4B,Tuesday,10:45,11:25,Break,
B4B,Tuesday,11:25,12:20,,
B4B,Tuesday,12:20,13:15,,
B4B,Tuesday,13:15,13:30,Lunch,
B4B,Tuesday,13:30,14:25,,
B4B,Tuesday,14:45,15:20,Extra Curricular,
B4B,Wednesday,08:00,08:55,,
B4B,Wednesday,08:55,09:50,,
B4B,Wednesday,09:50,10:45,,
B4B,Wednesday,10:45,11:25,Break,
B4B,Wednesday,11:25,12:20,,
B4B,Wednesday,12:20,13:15,,
B4B,Wednesday,13:15,13:30,Lunch,
B4B,Wednesday,13:30,14:25,,
B4B,Wednesday,14:45,15:20,Extra Curricular,
B4B,Thursday,08:00,08:55,,
B4B,Thursday,08:55,09:50,,
B4B,Thursday,09:50,10:45,,
B4B,Thursday,10:45,11:25,Break,
B4B,Thursday,11:25,12:20,,
B4B,Thursday,12:20,13:15,,
B4B,Thursday,13:15,13:30,Lunch,
B4B,Thursday,13:30,14:25,,
B4B,Thursday,14:45,15:20,Extra Curricular,
B4B,Friday,08:00,08:55,,
B4B,Friday,08:55,09:50,,
B4B,Friday,09:50,10:45,,
B4B,Friday,10:45,11:25,Break,
B4B,Friday,11:25,12:20,,
B4B,Friday,12:20,13:15,,
B4B,Friday,13:15,13:30,Lunch,
B4B,Friday,13:30,14:25,,
B4B,Friday,14:45,15:20,Extra Curricular,
B5A,Monday,08:00,08:55,,
B5A,Monday,08:55,09:50,,
B5A,Monday,09:50,10:45,,
B5A,Monday,10:45,11:25,Break,
B5A,Monday,11:25,12:20,,
B5A,Monday,12:20,13:15,,
B5A,Monday,13:15,13:30,Lunch,
B5A,Monday,13:30,14:25,,
B5A,Monday,14:45,15:20,Extra Curricular,
B5A,Tuesday,08:00,08:55,,
B5A,Tuesday,08:55,09:50,,
B5A,Tuesday,09:50,10:45,,
B5A,Tuesday,10:45,11:25,Break,
B5A,Tuesday,11:25,12:20,,
B5A,Tuesday,12:20,13:15,,
B5A,Tuesday,13:15,13:30,Lunch,
B5A,Tuesday,13:30,14:25,,
B5A,Tuesday,14:45,15:20,Extra Curricular,
B5A,Wednesday,08:00,08:55,,
B5A,Wednesday,08:55,09:50,,
B5A,Wednesday,09:50,10:45,,
B5A,Wednesday,10:45,11:25,Break,
B5A,Wednesday,11:25,12:20,,
B5A,Wednesday,12:20,13:15,,
B5A,Wednesday,13:15,13:30,Lunch,
B5A,Wednesday,13:30,14:25,,
B5A,Wednesday,14:45,15:20,Extra Curricular,
B5A,Thursday,08:00,08:55,,
B5A,Thursday,08:55,09:50,,
B5A,Thursday,09:50,10:45,,
B5A,Thursday,10:45,11:25,Break,
B5A,Thursday,11:25,12:20,,
B5A,Thursday,12:20,13:15,,
B5A,Thursday,13:15,13:30,Lunch,
B5A,Thursday,13:30,14:25,,
B5A,Thursday,14:45,15:20,Extra Curricular,
B5A,Friday,08:00,08:55,,
B5A,Friday,08:55,09:50,,
B5A,Friday,09:50,10:45,,
B5A,Friday,10:45,11:25,Break,
B5A,Friday,11:25,12:20,,
B5A,Friday,12:20,13:15,,
B5A,Friday,13:15,13:30,Lunch,
B5A,Friday,13:30,14:25,,
B5A,Friday,14:45,15:20,Extra Curricular,
B5B,Monday,08:00,08:55,,
B5B,Monday,08:55,09:50,,
B5B,Monday,09:50,10:45,,
B5B,Monday,10:45,11:25,Break,
B5B,Monday,11:25,12:20,,
B5B,Monday,12:20,13:15,,
B5B,Monday,13:15,13:30,Lunch,
B5B,Monday,13:30,14:25,,
B5B,Monday,14:45,15:20,Extra Curricular,
B5B,Tuesday,08:00,08:55,,
B5B,Tuesday,08:55,09:50,,
B5B,Tuesday,09:50,10:45,,
B5B,Tuesday,10:45,11:25,Break,
B5B,Tuesday,11:25,12:20,,
B5B,Tuesday,12:20,13:15,,
B5B,Tuesday,13:15,13:30,Lunch,
B5B,Tuesday,13:30,14:25,,
B5B,Tuesday,14:45,15:20,Extra Curricular,
B5B,Wednesday,08:00,08:55,,
B5B,Wednesday,08:55,09:50,,
B5B,Wednesday,09:50,10:45,,
B5B,Wednesday,10:45,11:25,Break,
B5B,Wednesday,11:25,12:20,,
B5B,Wednesday,12:20,13:15,,
B5B,Wednesday,13:15,13:30,Lunch,
B5B,Wednesday,13:30,14:25,,
B5B,Wednesday,14:45,15:20,Extra Curricular,
B5B,Thursday,08:00,08:55,,
B5B,Thursday,08:55,09:50,,
B5B,Thursday,09:50,10:45,,
B5B,Thursday,10:45,11:25,Break,
B5B,Thursday,11:25,12:20,,
B5B,Thursday,12:20,13:15,,
B5B,Thursday,13:15,13:30,Lunch,
B5B,Thursday,13:30,14:25,,
B5B,Thursday,14:45,15:20,Extra Curricular,
B5B,Friday,08:00,08:55,,
B5B,Friday,08:55,09:50,,
B5B,Friday,09:50,10:45,,
B5B,Friday,10:45,11:25,Break,
B5B,Friday,11:25,12:20,,
B5B,Friday,12:20,13:15,,
B5B,Friday,13:15,13:30,Lunch,
B5B,Friday,13:30,14:25,,
B5B,Friday,14:45,15:20,Extra Curricular,
